Reference area,TIME_PERIOD,Metric,Value,Domain
Lithuania,2010,life_exp_norm,0.5319999999999999,Health
Lithuania,2011,life_exp_norm,0.5480000000000002,Health
Lithuania,2012,life_exp_norm,0.5639999999999997,Health
Lithuania,2013,life_exp_norm,0.5639999999999997,Health
Lithuania,2014,life_exp_norm,0.5880000000000001,Health
Lithuania,2015,life_exp_norm,0.5839999999999997,Health
Lithuania,2016,life_exp_norm,0.5960000000000002,Health
Lithuania,2017,life_exp_norm,0.6319999999999999,Health
Lithuania,2018,life_exp_norm,0.64,Health
Lithuania,2019,life_exp_norm,0.66,Health
Lithuania,2020,life_exp_norm,0.6080000000000001,Health
Lithuania,2021,life_exp_norm,0.5680000000000001,Health
Lithuania,2022,life_exp_norm,0.6319999999999999,Health
Lithuania,2023,life_exp_norm,0.7039999999999997,Health
Luxembourg,2006,life_exp_norm,0.7760000000000002,Health
Luxembourg,2007,life_exp_norm,0.78,Health
Luxembourg,2008,life_exp_norm,0.8280000000000001,Health
Luxembourg,2009,life_exp_norm,0.8319999999999999,Health
Luxembourg,2010,life_exp_norm,0.8319999999999999,Health
Luxembourg,2011,life_exp_norm,0.8439999999999998,Health
Luxembourg,2012,life_exp_norm,0.86,Health
Luxembourg,2013,life_exp_norm,0.8760000000000002,Health
Luxembourg,2014,life_exp_norm,0.8919999999999999,Health
Luxembourg,2015,life_exp_norm,0.8960000000000002,Health
Luxembourg,2016,life_exp_norm,0.908,Health
Luxembourg,2017,life_exp_norm,0.8839999999999998,Health
Luxembourg,2018,life_exp_norm,0.8919999999999999,Health
Luxembourg,2019,life_exp_norm,0.908,Health
Luxembourg,2020,life_exp_norm,0.8880000000000001,Health
Luxembourg,2021,life_exp_norm,0.908,Health
Luxembourg,2022,life_exp_norm,0.92,Health
Luxembourg,2023,life_exp_norm,0.9360000000000004,Health
Mexico,2006,life_exp_norm,0.62,Health
Mexico,2007,life_exp_norm,0.6160000000000002,Health
Mexico,2008,life_exp_norm,0.6080000000000001,Health
Mexico,2009,life_exp_norm,0.5960000000000002,Health
Mexico,2010,life_exp_norm,0.5719999999999998,Health
Mexico,2011,life_exp_norm,0.5919999999999999,Health
Mexico,2012,life_exp_norm,0.5960000000000002,Health
Mexico,2013,life_exp_norm,0.6080000000000001,Health
Mexico,2014,life_exp_norm,0.6039999999999998,Health
Mexico,2015,life_exp_norm,0.6039999999999998,Health
Mexico,2016,life_exp_norm,0.5919999999999999,Health
Mexico,2017,life_exp_norm,0.5919999999999999,Health
Mexico,2018,life_exp_norm,0.5960000000000002,Health
Mexico,2019,life_exp_norm,0.5919999999999999,Health
Mexico,2020,life_exp_norm,0.3560000000000002,Health
Mexico,2021,life_exp_norm,0.3519999999999998,Health
Mexico,2022,life_exp_norm,0.6080000000000001,Health
Mexico,2023,life_exp_norm,0.6119999999999999,Health
Netherlands,2006,life_exp_norm,0.8,Health
Netherlands,2007,life_exp_norm,0.8160000000000003,Health
Netherlands,2008,life_exp_norm,0.82,Health
Netherlands,2009,life_exp_norm,0.8360000000000002,Health
Netherlands,2010,life_exp_norm,0.84,Health
Netherlands,2011,life_exp_norm,0.8519999999999999,Health
Netherlands,2012,life_exp_norm,0.8480000000000001,Health
Netherlands,2013,life_exp_norm,0.8560000000000002,Health
Netherlands,2014,life_exp_norm,0.8719999999999999,Health
Netherlands,2015,life_exp_norm,0.8639999999999998,Health
Netherlands,2016,life_exp_norm,0.8680000000000001,Health
Netherlands,2017,life_exp_norm,0.8719999999999999,Health
Netherlands,2018,life_exp_norm,0.8760000000000002,Health
Netherlands,2019,life_exp_norm,0.8880000000000001,Health
Netherlands,2020,life_exp_norm,0.8560000000000002,Health
Netherlands,2021,life_exp_norm,0.8560000000000002,Health
Netherlands,2022,life_exp_norm,0.8680000000000001,Health
Netherlands,2023,life_exp_norm,0.8760000000000002,Health
New Zealand,2006,life_exp_norm,0.8039999999999998,Health
New Zealand,2007,life_exp_norm,0.8119999999999998,Health
New Zealand,2008,life_exp_norm,0.82,Health
New Zealand,2009,life_exp_norm,0.8280000000000001,Health
New Zealand,2010,life_exp_norm,0.8319999999999999,Health
New Zealand,2011,life_exp_norm,0.84,Health
New Zealand,2012,life_exp_norm,0.8480000000000001,Health
New Zealand,2013,life_exp_norm,0.8560000000000002,Health
New Zealand,2014,life_exp_norm,0.8560000000000002,Health
New Zealand,2015,life_exp_norm,0.86,Health
New Zealand,2016,life_exp_norm,0.8639999999999998,Health
New Zealand,2017,life_exp_norm,0.8680000000000001,Health
New Zealand,2018,life_exp_norm,0.8680000000000001,Health
New Zealand,2019,life_exp_norm,0.8839999999999998,Health
New Zealand,2020,life_exp_norm,0.8919999999999999,Health
New Zealand,2021,life_exp_norm,0.8919999999999999,Health
New Zealand,2022,life_exp_norm,0.88,Health
Norway,2006,life_exp_norm,0.8239999999999997,Health
Norway,2007,life_exp_norm,0.8239999999999997,Health
Norway,2008,life_exp_norm,0.8319999999999999,Health
Norway,2009,life_exp_norm,0.84,Health
Norway,2010,life_exp_norm,0.8480000000000001,Health
Norway,2011,life_exp_norm,0.8560000000000002,Health
Norway,2012,life_exp_norm,0.86,Health
Norway,2013,life_exp_norm,0.8719999999999999,Health
Norway,2014,life_exp_norm,0.8880000000000001,Health
Norway,2015,life_exp_norm,0.8960000000000002,Health
Norway,2016,life_exp_norm,0.9,Health
Norway,2017,life_exp_norm,0.908,Health
Norway,2018,life_exp_norm,0.912,Health
Norway,2019,life_exp_norm,0.92,Health
Norway,2020,life_exp_norm,0.932,Health
Norway,2021,life_exp_norm,0.9280000000000002,Health
Norway,2022,life_exp_norm,0.9,Health
Norway,2023,life_exp_norm,0.9239999999999998,Health
Poland,2006,life_exp_norm,0.6119999999999999,Health
Poland,2007,life_exp_norm,0.6160000000000002,Health
Poland,2008,life_exp_norm,0.6239999999999998,Health
Poland,2009,life_exp_norm,0.6360000000000002,Health
Poland,2010,life_exp_norm,0.6560000000000002,Health
Poland,2011,life_exp_norm,0.6719999999999999,Health
Poland,2012,life_exp_norm,0.6760000000000003,Health
Poland,2013,life_exp_norm,0.6839999999999997,Health
Poland,2014,life_exp_norm,0.7119999999999999,Health
Poland,2015,life_exp_norm,0.7,Health
Poland,2016,life_exp_norm,0.72,Health
Poland,2017,life_exp_norm,0.7119999999999999,Health
Poland,2018,life_exp_norm,0.7080000000000001,Health
Poland,2019,life_exp_norm,0.72,Health
Poland,2020,life_exp_norm,0.6560000000000002,Health
Poland,2021,life_exp_norm,0.6160000000000002,Health
Poland,2022,life_exp_norm,0.6880000000000002,Health
Poland,2023,life_exp_norm,0.7360000000000002,Health
Portugal,2006,life_exp_norm,0.76,Health
Portugal,2007,life_exp_norm,0.7719999999999999,Health
Portugal,2008,life_exp_norm,0.78,Health
Portugal,2009,life_exp_norm,0.7880000000000001,Health
Portugal,2010,life_exp_norm,0.8039999999999998,Health
Portugal,2011,life_exp_norm,0.8280000000000001,Health
Portugal,2012,life_exp_norm,0.8239999999999997,Health
Portugal,2013,life_exp_norm,0.8360000000000002,Health
Portugal,2014,life_exp_norm,0.8519999999999999,Health
Portugal,2015,life_exp_norm,0.8519999999999999,Health
Portugal,2016,life_exp_norm,0.8519999999999999,Health
Portugal,2017,life_exp_norm,0.8639999999999998,Health
Portugal,2018,life_exp_norm,0.86,Health
Portugal,2019,life_exp_norm,0.8760000000000002,Health
Portugal,2020,life_exp_norm,0.86,Health
Portugal,2021,life_exp_norm,0.86,Health
Portugal,2022,life_exp_norm,0.8719999999999999,Health
Portugal,2023,life_exp_norm,0.9,Health
Romania,2007,life_exp_norm,0.5239999999999998,Health
Romania,2008,life_exp_norm,0.54,Health
Romania,2009,life_exp_norm,0.5480000000000002,Health
Romania,2010,life_exp_norm,0.5480000000000002,Health
